新聞來源,網址,第一次抓到時間,資料更新時間,標題,內容
8,http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS1/8571477.shtml,1395756385,1395756461,蔡英文：總統應推國是憲政會議,【中央社╱台北25日電】\n2014.03.25 09:57 pm\n前民進黨主席蔡英文今天說，不管是國是會議或公民憲政會議都有助凝聚社會共識，盼總統馬英九能接受並推動召開這些會議。\n蔡英文晚間現身立法院，為學生打氣。對於馬總統擬邀學生代表到總統府對話，她受訪說，若學生願與總統見面，盼總統誠實誠懇面對學生，別做過多政治計算。\n學生代表被指為蔡英文的「青年軍」，她說，不認識這些學生，盼有心人士別貼標籤，過度政治化。\n她說，學生提出的種種訴求，社會已聽到，並漸形成共識，希望馬總統正面回應，尤其海兩岸協議監督條例這會期一定要完成法制化，海峽兩岸服務貿易協議與其他兩岸協定都一定要在新的監督機制下去審查。\n蔡英文說，國是會議也好，或者公民憲政會議也好，她希望總統能接受並推動召開這些會議；被問到國是會議議題是否有時間表？她說愈早開愈好，但必須有誠意地召開。\n而在國是會議蔡英文是否願意與總統對談？她說，別再回到老的政治邏輯，這次問題不在於政黨的不同意見，而在於總統與人民民意對立，透過國是會議，執政者能更深刻感受到社會主要意見。\n她說，工商團體提的國是會議，與學生所提的公民憲政會議，兩者之間如何整合，這是重點。\n至於退場機制，蔡英文說，應由學生自己決定。\n另外，美國智庫「2049計畫研究所」參訪團今天拜會小英教育基金會。前美國副國務卿阿米塔吉詢及目前學生運動，蔡英文說，學生走上街頭，是反映出對政府的信心不足，但馬總統卻選擇了錯誤的處理方式。\n蔡英文表示，對於民進黨有可能在2016年重返執政，北京應有所認知。她強調，民進黨的核心價值對台灣至為重要，而同時，在處理與中國的關係時，黨的政策則必須要務實且具有彈性。
9,http://news.tvbs.com.tw/entry/525703,1395756401,1395756463,TVBS新聞部說明,3月22日TVBS報導行政院長江宜樺與學生當面溝通新聞時，第一版本內容確有失誤，一度將打斷江揆的賴律師聲音誤為林飛帆，造成「林飛帆七度打斷江揆」的誤解，TVBS新聞部表達歉意，並檢討更正此失誤。\n\n\n新聞部並已在第二天(3/23)新聞中另以一則五分鐘報導重新呈現現場對話，以作為澄清。\n\n\n以下為內容與影片連結：\n\nhttp://news.tvbs.com.tw/entry/525418\n\n\n感謝觀眾對TVBS的指導與意見，對於新聞報導的缺失我們願意檢討改進。TVBS新聞致力追求專業，但也要強調：我們絕不曾也不會刻意做不實報導。\n
9,http://news.tvbs.com.tw/entry/525703,1395756401,1395760549,TVBS新聞部說明,"3月22日TVBS報導行政院長江宜樺與學生當面溝通新聞時，第一版本內容確有失誤，一度將打斷江揆的賴律師聲音誤為林飛帆，造成「林飛帆七度打斷江揆」的誤解，TVBS新聞部表達歉意，並檢討更正此失誤。\n\n\n新聞部並已在第二天(3/23)新聞中另以一則五分鐘報導重新呈現現場對話，以作為澄清。\n\n\n以下為內容與影片連結：\n\nhttp://news.tvbs.com.tw/entry/525418\n\n\n感謝觀眾對TVBS的指導與意見，對於新聞報導的缺失我們願意檢討改進。TVBS新聞致力追求專業，但也要強調：我們絕不曾也不會刻意做不實報導。\n\n<a href=""http://news.tvbs.com.tw/entry/525418"">◎內容與影片連結</a>\n"
1,http://www.appledaily.com.tw/realtimenews/article/politics/20140325/367087/%E3%80%90%E6%88%91%E5%9C%A8%E7%8F%BE%E5%A0%B4%E3%80%91%E6%9A%B4%E6%B0%91%E7%9A%84%E6%A8%99%E6%BA%96,1395756880,1395756924,【我在現場】暴民的標準,"【暴民的標準】\n如果不是學生佔領立法院，癱瘓國會，服貿議題怎麼會引起社會廣泛的關注與討論？他們用行動制止這個政府強行通過服貿，換來了各式各樣的評論空間。\n佔領立院六天，眼看政府要理不理，說些不痛不養的話，激進派的群眾轉而佔領行政院。這些所謂運動路線的差異，都是可以理解的，當政府總是講些我們要和平理性呀、不簽就沒有競爭力喔之類的話，使出拖延戰術時，群眾當中有主張繼續跟他耗的聲音，但也有要加大抗爭強度的言論，這樣的歧見不是很正常嗎？\n就像兩岸服務貿易協議，歧見如此之深，執政黨仍強行主張整包通過，在立法院用三十秒搞定這件事。面對執政黨如此強硬、無賴的舉動，你都這樣強力主張，學生、群眾強烈反彈，甚至佔領立院、政院，這不也是面對服貿的路線差異。\n要怎麼解決路線差異，就是一直喬麻，昨晚激進派的學生與群眾的喬法就是佔領行政院。手段有很暴力嗎？我八點多在現場，一直待到早上七點，倒是沒看到哪個民 眾打警察，頂多就是行政院裡頭的太陽餅被偷吃、玻璃被打破之類的，當然也有激動的群眾，但就連丟個寶特瓶，都會馬上被其他群眾制止，你說這會暴力到哪裡 去？\n不過不少群眾被警察毆打倒是真的，不管你是媽媽、小姐，拖進去照打。用盾牌、警棍，甚至還出動了噴水車，上一次出動噴水車對付人民是多久以前的事情了，大概是解嚴前後的年代，昨晚出動噴水車，是怕噴水車太久沒用會壞掉嗎？\n三月二十三日那晚在行政院，就是國家暴力的赤裸裸展現。我跟著相識、不相識的夥伴一起手勾手、仰躺在行政院前的廣場，昨夜星光並不燦爛，強力水花四射。警察在電視台記者在場時，就對群眾說：「夠了吧！你上電視了喔！可以起來了！」沒有電視台記者在場，就說：「這邊還有一群，拖出去！」\n如果躺著不動，身體一攤爛泥，像睡著一樣的放鬆（其實很難放鬆耶！），的確是讓警察費力，但也可能面臨被警棍毆打、盾牌招呼的風險。當然有群眾受不了等著 被抬，怒火中燒，現場總指揮魏揚不斷呼喊不要挑釁警察，面對特別激動的民眾，為了避免警民衝突，他在行政院大廳，蹲著與幾名仍想衝入行政院二樓的民眾懇 談，接著他拿大聲公，呼喊二樓的群眾下來，說佔領二樓沒有戰略的意義，下來行政院廣場前一起抵抗吧。\n學生佔領行政院，是面對反服貿運動的一種策略，當然可以討論這策略的好壞，可是別忘了，當初學生攻佔立法院時，可不是排隊領號碼牌進場的。\n我們要廣泛反服貿運動的策略優劣，就如同整個國家要廣泛討論簽訂服貿的利弊得失。這些討論當然越多越好，但是昨晚佔領行政院的行動，真的稱不上暴力耶，沒 有武器，沒有武裝，就是一群人很蠢的人把自己的血肉之軀交出去，然後用身體經歷一場地獄般的國家暴力。\n如果還有人說佔領行政院的群眾是暴民，那麼就是吧， 是的，我們是暴民，被暴力對待的人民。\n楊平\n\n反服貿激起數萬名學生到立院參與抗議活動\n《蘋果》即時開放平台刊登你的心聲\n你的看法、感觸或是你在現場看到的人事物\n個人或班級自拍都可以寄到《蘋果》\nmail寄?<a href=""http://news@appledaily.com.tw/"">news@appledaily.com.tw</a>\n或App給我們，蘋果WhatsApp專線0971012555\n?\n?\n
\n                                \n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
4,http://www.ettoday.net/news/20140325/339002.htm,1395756932,1395769620,字字是台灣人民心聲　「親愛的總統先生」歌曲瘋傳,"http://static.ettoday.net/images/558/d558373.jpg\n
\n▲反服貿黑箱學生佔領立院要求與馬總統對話，希望他能傾聽人民心聲。\n
\n政治中心／綜合報導\n
\n太陽花學運歷經攻佔立院、入侵政院、鎮暴警察強制驅離，25日馬英九總統終於釋出善意，願意讓學生代表到總統府對談。但其實自學運開始以來，許多網友就在臉書上分享美國搖滾女歌手粉紅佳人的「親愛的總統先生」歌曲，藉歌詞表達希望馬總統傾聽民意的心聲。\n
\n「親愛的總統先生，來，與我一起散步，讓我們假裝我們只是兩個人，而且你沒有比我更好，我想請問你一些問題，如果我們能夠說出實話」，粉紅佳人的這首「親愛的總統先生」，其實發表於布希時任美國總統時，沒有豐富的編曲、多變的唱腔，只用最平白的歌詞，在吉他伴奏下真切唱出人民想與元首溝通的心情。\n
\n「當其餘的我們在哭喊時，你怎麼睡的著？當一位母親沒有機會說再見，,你怎麼入夢鄉？你怎麼抬高著頭走路？你能甚至看著我的眼睛嗎？」，一句句不能諒解而發出的疑問，彷彿就是現在台灣人民的心情，越來越多網友在臉書上分享這首歌，或許就是因為歌詞道盡了大家的心聲。\n
\n?▼美國搖滾女歌手「粉紅佳人」演唱的「親愛的總統先生」／影片取自YouTube，如遭刪除請見諒。\n
\n\n"
5,http://iservice.libertytimes.com.tw/liveNews/news.php?no=975484&type=%E6%94%BF%E6%B2%BB,1395756939,1395756984,佔領國會》學生代表記者會 陳：馬須先放下黨紀,"〔本報訊〕學運領袖陳為廷與林飛帆今晚9點半過後召開記者會，針對下午府方表示要進行會談的事件發表意見，會中除指相關的會面訊息皆為總統府方的片面消息，也呼籲馬英九應先承諾未來不動用黨紀來控制國民黨籍立委，否則會面沒有任何意義。\n\n\n　陳為廷首先出面表示，目前學生與總統府之間，並沒有任何會面的實質討論，相關的會面資訊，皆為總統府方面的片面消息。他指出，今天下午開記者會表達不要預設任何內容，但同時間得到消息卻指立院黨團協商破局，這代表兩岸協議監督條例無法達成，也顯示馬英九總統繼續使用黨紀控制立委，對這次的邀約毫無誠意，為此呼籲馬英九應先承諾未來不動用黨紀來控制國民黨籍立委，否則會面沒有任何意義。\n\n\n　學生代表要求，馬總統須先承諾不動用黨紀控制國民黨立委，同意兩岸協議監督條例，因為若不放下黨紀的話，他們無法理解會面有何意義，且要求完成法制化之前不審查服貿協議，也強調政府應該盡快回應學生及民眾的訴求。\n\n\n　林飛帆則表示，今天確實有接到總統府發言人李佳霏小姐的電話，她希望可以送邀請函到立院給學生代表，不過遭到林飛帆婉拒，林飛帆認為：「談話的形式、時間、內容、地點都還沒有任何實質的共識跟討論的時候，送邀請函來實在沒有必要。」\n\n\n　記者會尾聲陳為廷帶領眾人高呼口號：「放下馬意，回歸民意。」、「先立法再審查」，希望能獲得府方善意回應。\n\n\n更多相關新聞請見：\n<a href=""http://iservice.libertytimes.com.tw/2013/specials/stp/list.php?rno=4"">【抗議服貿黑箱 學生佔領國會─「佔領國會」專區】</a>\n<a href=""http://iservice.libertytimes.com.tw/2013/specials/stp/list.php?rno=6"">【抗議服貿黑箱 學生佔領國會─「遍地開花」專區】</a>"
7,http://www.nownews.com/n/2014/03/25/1165087,1395756976,1395757099,朝野協商破局　陳為廷要馬英九別用黨紀控制藍委,"<a href=""/search/社會中心／台北報導"">社會中心／台北報導</a>\n\n反服貿抗爭越演越烈，立法院長王金平25日下午3時二度邀集朝野黨團幹部，到重慶南路官邸進行野協商，不過由於朝野仍無共識，兩個半小時協商再度破局，晚間學生代表陳為廷再次開記者會表示，要總統馬英九不要用黨紀控制國民黨立委，否則持續協商毫無意義。\n\n抗議學生代表林飛帆、陳為廷等人25日下午共同在立院議場內召開記者會，要求「先立法、再審查」。陳為廷說，雖然服貿協議已經撤回內政委員會，但這樣還不夠，因為現行的審議制度還有很多的缺漏，如果現在就妥協，難以避免以後再發生類似內政委員會粗暴通過服貿協議的情形，因此必須要先訂定兩岸協議監督條例，有了法治化的規範後再來審議服貿。\n\n但下午朝野協商再度破局，陳為廷表示，希望馬英九能放寬黨紀，不要用黨紀控制國民黨立委，否則這樣的協商沒有意義，陳為廷還在現場帶領學生呼喊口號「先立法、再審查」、「放下馬意、回歸民意」。"
7,http://www.nownews.com/n/2014/03/25/1165087,1395756976,1395765760,朝野協商破局　陳為廷要馬英九別用黨紀控制藍委,"<a href=""/search/社會中心／台北報導"">社會中心／台北報導</a>\n\n  \n 反服貿抗爭越演越烈，立法院長王金平25日下午3時二度邀集朝野黨團幹部，到重慶南路官邸進行野協商，不過由於朝野仍無共識，兩個半小時協商再度破局，晚間學生代表陳為廷再次開記者會表示，要總統馬英九不要用黨紀控制國民黨立委，否則持續協商毫無意義。\n
\n抗議學生代表林飛帆、陳為廷等人25日下午共同在立院議場內召開記者會，要求「先立法、再審查」。陳為廷說，雖然服貿協議已經撤回內政委員會，但這樣還不夠，因為現行的審議制度還有很多的缺漏，如果現在就妥協，難以避免以後再發生類似內政委員會粗暴通過服貿協議的情形，因此必須要先訂定兩岸協議監督條例，有了法治化的規範後再來審議服貿。\n
\n但下午朝野協商再度破局，陳為廷表示，希望馬英九能放寬黨紀，不要用黨紀控制國民黨立委，否則這樣的協商沒有意義，陳為廷還在現場帶領學生呼喊口號「先立法、再審查」、「放下馬意、回歸民意」。"
7,http://www.nownews.com/n/2014/03/25/1165087,1395756976,1395769620,朝野協商破局　陳為廷要馬英九別用黨紀控制藍委,"<a href=""/search/社會中心／台北報導"">社會中心／台北報導</a>\n\n反服貿抗爭越演越烈，立法院長王金平25日下午3時二度邀集朝野黨團幹部，到重慶南路官邸進行野協商，不過由於朝野仍無共識，兩個半小時協商再度破局，晚間學生代表陳為廷再次開記者會表示，要總統馬英九不要用黨紀控制國民黨立委，否則持續協商毫無意義。\n\n抗議學生代表林飛帆、陳為廷等人25日下午共同在立院議場內召開記者會，要求「先立法、再審查」。陳為廷說，雖然服貿協議已經撤回內政委員會，但這樣還不夠，因為現行的審議制度還有很多的缺漏，如果現在就妥協，難以避免以後再發生類似內政委員會粗暴通過服貿協議的情形，因此必須要先訂定兩岸協議監督條例，有了法治化的規範後再來審議服貿。\n\n但下午朝野協商再度破局，陳為廷表示，希望馬英九能放寬黨紀，不要用黨紀控制國民黨立委，否則這樣的協商沒有意義，陳為廷還在現場帶領學生呼喊口號「先立法、再審查」、「放下馬意、回歸民意」。"
1,http://www.appledaily.com.tw/realtimenews/article/politics/20140325/367086/%E3%80%90%E5%85%AC%E5%BA%AB%E3%80%91323%E4%BD%94%E9%A0%98%E8%A1%8C%E6%94%BF%E9%99%A2%E5%85%AC%E5%BA%AB%E5%85%A8%E7%B4%80%E9%8C%84,1395757483,1395757519,【公庫】323佔領行政院 公庫全紀錄,"http://imgorg.appledaily.com.tw/appledaily/images/pen_icon.png\n本新聞由公庫提供\n\n前日（3/23）晚間七點半許，百名群眾突轉往忠孝東路，攻佔行政院，由於現場警力不足，半小時內行政院隨即被佔領；接著的七小時內衝突不斷，警方驅趕媒體、出動水車、毆打學生、民眾；直到清晨五點清場完畢，而立法院的抗爭仍在持續。\n（<a href=""http://www.civilmedia.tw/archives/16802"">完整圖文報導</a>）\n\n<a href=""https://www.facebook.com/civilmedia"">公民行動影音紀錄資料庫facebook粉絲頁</a>\n
\n                http://twimg.edgesuite.net/images/ReNews/20140325/420_f0afb108a5fa107cbf2a151c1f0ce782.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_02c0fa8908e930b588d89f13e3b91e4f.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_958aec07283898e1999ca0eceee4232e.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_9c6f8ff2822d84e1a2af5c99e3e858a8.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_16e374ebc21b6da235db296d242ba6df.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_f5664b9f7321c5db0245a9b8d908394e.jpg\n\n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
2,http://www.chinatimes.com/realtimenews/20140325005511-260407,1395757500,1395757520,朝野協商破局 學生怒：馬欠誠意,"<a href=""/realtimenews/13""> 工商即時</a> <a href=""/reporter/1284"">郭建志</a> 2014年03月25日 22:17 \n面對今日下午朝野協商再度破局，太陽花學運團體晚間約九點半發出新聞稿表達「非常憤怒」，並認為馬英九仍繼續利用國民黨團「惡意阻撓兩岸協議監督機制之法制化」，顯示馬總統本次會面邀約「欠缺誠意」。\n學生們因此要求，馬總統應先承諾「不動用黨紀阻撓國民黨立委同意制定兩岸協議監督條例」的訴求，否則學生們將無法理解與馬總統的會面有任何意義。此篇聲明著實為會談投下震撼彈，太陽花學運尚未落幕。"
5,http://iservice.libertytimes.com.tw/liveNews/news.php?no=975493&type=%E6%94%BF%E6%B2%BB,1395757545,1395757660,遍地開花》悼民主流血 台南網友送324杯血色西瓜汁,"〔本報訊〕太陽花學運前進行政院遭警驅離，引發流血衝突。有一名台南網友在網路上發文，表示為了哀悼國家暴力在行政院使平民流血，將準備324杯免費的西瓜汁，送給同樣支持反暴力的民眾。\n\n\n　學運反服貿黑箱活動發生流血衝突。一名台南網友表示，自己在政府與民眾發生衝突的當晚正在醫院值班，雖然院內平安但是那一夜台灣卻是不停的哀嚎，因此為哀悼3月24日因為國家暴力使得平民流血，他將自費提供324西瓜汁，送給反暴力的民眾。\n\n\n　這名網友補充，只要是反對暴力的人，不論是反對警察鎮壓暴力或是學生暴力，只要到他合作的飲料店裡表明自己反對暴力，不須登記資料或使用智慧型手機打卡，都可以免費獲得一杯血紅色的西瓜汁，同時該網友表示，「暴力不只身體殘害才叫暴力，語言暴力，默視暴力，多數暴力…諸多看不見的壓迫，都是更可怖的暴力。」獲得許多網友的認同。相關新聞請見：<a href=""http://iservice.libertytimes.com.tw/liveNews/news.php?no=975496&type=%E6%94%BF%E6%B2%BB"">佔領國會》店家只迎陸客拒台客 稻農憂心服貿後遺症</a>\n<a href=""http://iservice.libertytimes.com.tw/liveNews/news.php?no=975484&type=%E6%94%BF%E6%B2%BB"">佔領國會》「放下馬意，回歸民意」學生高呼：先立法再審議</a>\n<a href=""http://iservice.libertytimes.com.tw/liveNews/news.php?no=975481&type=%E6%94%BF%E6%B2%BB"">證實府方來電 林飛帆：未達共識</a>\n<a href=""http://iservice.libertytimes.com.tw/liveNews/news.php?no=975478&type=%E6%94%BF%E6%B2%BB"">陳為廷：學生與馬英九會面 全為總統府片面消息</a>\n<a href=""http://iservice.libertytimes.com.tw/liveNews/news.php?no=975473&type=%E6%94%BF%E6%B2%BB"">遍地開花》搞笑「暴民」拿泡麵對警挑釁</a>"
5,http://iservice.libertytimes.com.tw/liveNews/news.php?no=975503&type=%E5%9C%8B%E9%9A%9B,1395757545,1395757660,蜜雪兒訪成都  與學生打太極拳,"〔中央社〕美國第一夫人蜜雪兒今天到訪中國大陸成都第七中學，她表示美中兩國距離遙遠，容易造成誤解與刻板印象，不過在年輕人身上見到共同之處，她還與學生一塊練太極拳。\n\n
\n  蜜雪兒（Michelle Obama）在成都第七中學與學生打太極拳，一起上英文課，並對300多名師生發表演說。\n\n
\n  她致詞表示，美國和中國大陸距離遙遠，容易造成誤解與刻板印象，並專注於雙方歧異，但當她到訪世界各地和許多年輕人碰面，發現彼此有很多共通點，此行訪問中國大陸特別有這樣的感受。\n\n
\n  蜜雪兒再度以個人生活經歷為例指出，她出生於一般家庭，父母辛勤工作養育子女，她畢業於普林斯頓大學和哈佛研究所，成為專業律師，在芝加哥大學醫療中心工作，美國有許多窮困學生如美國職籃球星詹姆斯（LeBron James）和星巴克（Starbucks）執行長舒茲（Howard Schultz）等人，都出生於貧困家庭。\n\n
\n  她鼓勵年輕人善用創意與精力，跨越國界貢獻世界，迎向挑戰，共同解決問題。\n\n
\n  蜜雪兒在中國大陸之行部落格寫到，大陸學生得面對高考（大學入學考試），中國家庭高度重視教育，許多父母願意為子女教育犧牲，學生們花長時間苦讀準備考試。在演說中，蜜雪兒也向學生說明所謂的「美國夢」。\n\n
\n  蜜雪兒還寫到，在這些優秀學生身上學到很多，另外，太極拳動作緩和，著重於專注與呼吸，這是1項優美的肢體運動，很開心有機會嘗試。"
7,http://www.nownews.com/n/2014/03/25/1165099,1395757581,1395757660,小客車租賃業者憂心難敵陸資　交通部：雙方是對等開放,"<a href=""/search/記者彭夢竺／台北報導"">記者彭夢竺／台北報導</a>\n\n學生反服貿事件話題持續延燒，針對近日有媒體報導提及面對兩岸服務貿易協議，小客車租賃業者憂心難敵陸資，並對國內拓展大陸市場存有疑義一事，交通部今(25)日澄清，台灣小客車租賃業已在民國86年依據公路法規定開放非中華民國國民或法人投資，並自民國98年6月開放陸資來台投資，這次簽署是反映現狀，並非新增項目，且雙方是對等開放。\n\n交通部表示，主管機關開放外（陸）資投資國內產業的目的，是期望透過外在技術、服務、資金的投入，提昇產業競爭力，間接帶動產業體質改善，提供消費者更佳的服務。然而，陸資業者倘若申請來台投資經營小客車租賃業，也必須遵循「大陸地區人民來台投資許可辦法」規定向主管機關申請許可，獲准後才能正式入台投資經營，並接受有關單位的管理，絕非「說來就來，說走就走」。\n\n再就市場面來看，交通部指出，國內自用小客車持有率高，小客車租賃市場已近飽和，且依國人租車習慣，經營者對市場掌握度高因而具有優勢，因此對岸業者來台擴展業務有一定的挑戰性。對於陸資來台後，可能採削價競爭的疑慮，相關主管機關會密切監督，若出現不公平競爭的情形，會依法有效處理，以維持市場營運秩序。\n\n對於報導中提及，業者反映赴陸投資面臨「大陸各省分縣市對於法令解釋、執行方式莫衷一是」的情境，交通部回應，事實上兩岸經濟合作架構協議（ECFA）下所建立的「海峽兩岸投資保障和促進協議」，已經可充分保障雙方投資人權益，並創造公平投資環境。\n\n交通部表示，對於業者所憂心面對的競爭，將會持續輔導該產業發展，對業者進行宣導溝通、說明，並在公路總局下設立單一窗口，針對業者所提問題專人迅予回應，以建立良好溝通管道，減輕業者的疑慮。"
1,http://www.appledaily.com.tw/realtimenews/article/politics/20140325/367098/%E5%AD%B8%E7%94%9F%E8%87%AA%E8%B2%BB%E8%B3%BC%E8%B2%B71%E5%8D%83%E6%94%AF%E5%90%91%E6%97%A5%E8%91%B5%E3%80%80%E7%99%BC%E9%80%81%E6%B0%91%E7%9C%BE%E8%81%B2%E6%8F%B4%E5%AD%B8%E9%81%8B,1395758078,1395758179,學生自費購買1千支向日葵　發送民眾聲援學運,"太陽花學運遍地開花！一名27歲的吳姓男學生，自掏腰包8千元，購買了1千躲向日葵，今晚在高雄捷運中央公園站發送給民眾，表達支持學生的立場。\n\n吳姓學生堅持不願露臉，原本也不願受訪，但聽《蘋果》表達身份後，表示「蘋果很敢報」，所以簡單的說明了他的動機：「我覺得這是一件小事，但很多人都可以做到。」\n\n吳姓學生找來朋友幫他發送向日葵，稍早他在ptt上PO文表示，「我相信有很多人想發聲、甚至想衝到立法院現場參與，但可能礙於工作或是家庭等因素無法到場參加，希望可以藉此活動,讓大家能夠平和地表達自己對這個事件、對民主的關切！請大家把一朵太陽花放在家門口、窗戶、陽台任何您想放置的地方，讓不使用網路的人知道其實大家並非無感並非冷漠,我們也願意做些什麼，就算是這樣的小事也好，我不知道這麼做對台灣的民主未來、對這個學運幫助多少，畢竟我也只是一名學生，但這是我所可以努力做到的」。（地方中心／高雄報導）\n\n?\n
\n                http://twimg.edgesuite.net/images/ReNews/20140325/420_43f98b3cf0358c7f9ae8ff936ff6eee0.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_a4ca4f7522610c661809e774f0bd8b4e.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_4b58c416160891688ba683af62467ecf.jpg\n\n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
1,http://www.appledaily.com.tw/realtimenews/article/politics/20140325/367098/%E5%AD%B8%E7%94%9F%E8%87%AA%E8%B2%BB%E8%B3%BC%E8%B2%B71%E5%8D%83%E6%94%AF%E5%90%91%E6%97%A5%E8%91%B5%E3%80%80%E7%99%BC%E9%80%81%E6%B0%91%E7%9C%BE%E8%81%B2%E6%8F%B4%E5%AD%B8%E9%81%8B,1395758078,1395763707,學生自費購買1千朵向日葵　發送民眾聲援學運,"太陽花學運遍地開花！一名27歲的吳姓男學生，自掏腰包8千元，購買了1千朵向日葵，今晚在高雄捷運中央公園站發送給民眾，表達支持學生的立場。\n\n吳姓學生堅持不願露臉，原本也不願受訪，但聽《蘋果》表達身份後，表示「蘋果很敢報」，所以簡單的說明了他的動機：「我覺得這是一件小事，但很多人都可以做到。」\n\n吳姓學生找來朋友幫他發送向日葵，稍早他在ptt上PO文表示，「我相信有很多人想發聲、甚至想衝到立法院現場參與，但可能礙於工作或是家庭等因素無法到場參加，希望可以藉此活動,讓大家能夠平和地表達自己對這個事件、對民主的關切！請大家把一朵太陽花放在家門口、窗戶、陽台任何您想放置的地方，讓不使用網路的人知道其實大家並非無感並非冷漠,我們也願意做些什麼，就算是這樣的小事也好，我不知道這麼做對台灣的民主未來、對這個學運幫助多少，畢竟我也只是一名學生，但這是我所可以努力做到的」。（地方中心／高雄報導）\n\n?\n
\n                http://twimg.edgesuite.net/images/ReNews/20140325/420_43f98b3cf0358c7f9ae8ff936ff6eee0.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_a4ca4f7522610c661809e774f0bd8b4e.jpg\nhttp://twimg.edgesuite.net/images/ReNews/20140325/420_4b58c416160891688ba683af62467ecf.jpg\n\n
\n                \n
\n                <a href=""http://www.appledaily.com.tw/realtimenews/forum"">【蘋論陣線】：最新評論及獨立媒體每日總覽</a>\n\n<a href=""mailto:onlineopinions@appledaily.com.tw?subject=%A6%B3%B8%DC%ADn%BB%A1%A7%EB%BDZ%A1u%A7Y%AE%C9%BD%D7%BE%C2%A1v"">有話要說 投稿「即時論壇」\n\n onlineopinions@appledaily.com.tw</a>"
2,http://www.chinatimes.com/realtimenews/20140325005523-260407,1395758098,1395758179,府致電 學生：先拿出善意,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/4"">唐筱恬</a> 2014年03月25日 22:28 \n太陽花學運佔據立法院進入第8天，總統府發言人李佳霏下午致電給學生代表林飛帆，表達希望寄「邀請函」與學生對話的立場。學生代表陳為廷晚間召開記者會表示，雙方都沒有討論對話的時間、地點、形式等，他們呼籲馬英九總統應該先釋出善意，承諾未來不得動用黨紀控制藍委是否支持兩岸協議監督條例立法。"
4,http://www.ettoday.net/news/20140325/339065.htm,1395758124,1395758180,即／導演柯一正率藝文界挺學運：我們已經創造歷史,"記者吳玫穎／台北報導\n
\n導演柯一正25日號召包括作家李昂、導演陳玉勳、周美玲、演員吳朋奉、莊凱勛、楊烈等藝文界人士於晚間9點50分現身立院議會，力挺太陽花學運，他說：「不管明天怎麼樣，你都贏了，我們已經創造了歷史，你說對不對！」引來台下同學如雷掌聲回應：「對！」\n
\n▼導演柯一正率藝文界挺學運：我們已經創造歷史。（圖／記者吳玫穎攝）\n
\nhttp://static.ettoday.net/images/561/d561311.jpg\n
\n柯一正坦言對於馬英九是否會出面談判，並不樂觀，「我是學表演的人，有沒有誠意，我一看就知道，但希望這次我是錯的。」柯一正待在立法院已快進入第9天，他笑說如果沒人拖我，我就會待到下一個會期，「因為我已經愛上這個地方了！」\n"
